title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
The Rise of Man,movie,"""Documentary""",2007,tt1010044,7.2,126,"""BE, CH, CI, FR, GF, MC, PF"""
The Rise of the Beast,movie,"""Horror""",2022,tt15058024,2.8,200,"""CA, GB, GG, IE, US"""
The Ritual Killer,movie,"""Crime, Mystery, Thriller""",2023,tt13141250,4.3,7950,"""AU, FR, IT, JP, NZ, PL, SM, VA"""
The Rocket,movie,"""Drama, Family, Sport""",2018,tt5181834,5.1,348,"""AR, AU, BM, BO, CA, CL, CO, CR, DO, EC, GI, GT, HN, LC, NZ, PA, PE, PH, PY, SV, TC, US, UY, VE"""
The Rocky Mountain Fly Highway,movie,"""Documentary""",2014,tt4633352,8.7,22,"""IS"""
The Rolling Stones: Sweet Summer Sun - Hyde Park Live,movie,"""Documentary, Music""",2013,tt3233548,8.1,426,"""AG, AT, AU, BB, BE, BG, BM, BS, CA, CH, CI, CZ, DE, DK, EE, ES, FI, FR, GB, GF, GG, GH, GI, GR, HR, HU, IE, IS, IT, JM, KE, LC, LI, LT, MC, MD, NE, NG, NL, NO, NZ, PF, PH, PL, PT, RO, SE, SI, SK, SM, TC, TT, UG, VA, ZA"""
The Rose of Versailles,tv,"""Action, Animation, Drama""",1979,tt0078570,8.3,2428,"""CH, IT, SM, VA"""
The Royal Hotel,movie,"""Thriller""",2023,tt18363072,5.8,12681,"""TR"""
The Royal Tailor,movie,"""Drama""",2014,tt4024104,7,1267,"""US"""
The Runner Stumbles,movie,"""Drama""",1979,tt0079831,6.1,367,"""ES"""
The Sacred,movie,"""Horror, Thriller""",2012,tt1852947,4.2,473,"""AU, US"""
The Salvation,movie,"""Action, Drama, Thriller""",2014,tt2720680,6.7,43903,"""DK, ES, FI, IT, NO, SE, SM, VA"""
The Sapphires,movie,"""Biography, Comedy, Drama""",2012,tt1673697,7,15391,"""AT, DE, GB, GG"""
The Savage Wild,movie,"""Adventure, Drama""",1970,tt0066335,7.2,50,"""US"""
The Sea,movie,"""Drama""",2013,tt1754708,5.8,464,"""CZ, GB, GG, IE"""
The Second,movie,"""Drama, Mystery, Thriller""",2018,tt5636922,5,403,"""BR, BZ, IS, US"""
The Secret in Their Eyes,movie,"""Drama, Mystery, Romance""",2009,tt1305806,8.2,226790,"""AD, BE, BR, CH, ES, FR"""
The Secret Laughter of Women,movie,"""Comedy, Drama, Romance""",1999,tt0132502,6,760,"""GB, GG, IE"""
The Secret Life of Pets 2,movie,"""Adventure, Animation, Comedy""",2019,tt5113040,6.4,70939,"""AD, AE, AL, AU, BA, BE, BG, BH, BR, CH, CI, CZ, DZ, EE, EG, ES, FR, GF, GH, GR, HR, HU, IL, IQ, JO, JP, KE, KR, KW, LB, LT, LV, LY, MA, MC, MD, MK, MT, MZ, NE, NG, NL, NZ, OM, PF, PL, PS, QA, RO, RS, SA, SI, SK, TN, TR, UG, YE, ZA, ZM"""
The Secret Life of Suckers,tv,"""Animation, Comedy""",2010,tt4470926,7.5,41,"""AO, BF, BY, BZ, CD, MG, ML, NI, SN"""
The Secret Life of Words,movie,"""Drama, Romance""",2005,tt0430576,7.4,13280,"""GB, GG"""
The Secret Mark of D'Artagnan,movie,"""Adventure""",1962,tt0055857,5.2,102,"""AT, CH, DE, LI, US"""
The Secret Mission,movie,"""Comedy, Drama, History""",2019,tt9602258,6.9,692,"""JP, US"""
The Secret of Evil,movie,"""Horror""",2014,tt5777418,5,293,"""AG, AR, BB, BM, BO, BS, BZ, CL, CM, CO, CR, DO, EC, GH, GI, GT, GY, HN, JM, KE, LC, MW, NG, NI, PA, PE, PG, PH, PY, SV, TC, TT, UG, UY, VE, ZA"""
The Secret of Roan Inish,movie,"""Drama, Family, Fantasy""",1994,tt0111112,7.4,10081,"""AG, AR, AT, AU, BB, BM, BO, BS, BZ, CA, CL, CM, CO, CR, DE, DO, EC, FR, GH, GI, GT, GY, HN, IE, IT, JM, KE, LC, MW, MX, NG, NI, NZ, PA, PE, PG, PY, SM, SV, TC, TT, UG, UY, VA, VE"""
The Secrets of Quantum Physics,tv,"""Documentary, History""",2014,tt4636870,8.2,595,"""GB, GG"""
The Seed,movie,"""Comedy, Horror, Sci-Fi""",2021,tt12449586,4.8,2355,"""BE, FR, GF, MC, PF"""
The Seven Year Hitch,movie,"""Comedy, Romance""",2012,tt2343140,6,1588,"""GB, GG, IE"""
The Seven Year Itch,movie,"""Comedy, Romance""",1955,tt0048605,7.1,43422,"""GB, GG"""
The Shadow Boxing,movie,"""Action, Comedy, Fantasy""",1979,tt0079527,6.2,160,"""DK, FI, IS, NO, NZ, SE, ZA"""
The Shadows,movie,"""Horror, Mystery, Romance""",2011,tt1337022,4.6,1005,"""GG"""
The Shadows,movie,"""Mystery, Thriller""",2007,tt0828114,5.4,112,"""CA, US"""
The Shocklosers Survive Camp Analog,movie,"""Family""",2022,tt6953438,5.8,52,"""GB, GG, IE, US"""
The Shooting,movie,"""Drama, Western""",1966,tt0062262,6.5,6666,"""CA, US"""
The Siege of Fort William Henry,movie,"""History, War""",2021,tt14536840,5.9,9,"""GB, GG, IE"""
The Silenced,movie,"""Horror, Mystery, Thriller""",2015,tt4708348,5.7,3927,"""JP"""
The Silent Revolution of Truth,movie,"""Biography, Documentary""",2007,tt1287855,6.1,131,"""JP"""
The Situation of Mehdi,movie,"""Biography, Drama, War""",2022,tt18072376,6.7,1139,"""GB, GG, IE"""
The Six Directions of Boxing,movie,"""Action, Drama""",1980,tt0076321,6.2,60,"""US"""
The Smiles of Sad Men,movie,"""Comedy, Drama""",2018,tt8526824,6.5,439,"""GB, GG, US"""
The Smurfs and the Magic Flute,movie,"""Animation, Comedy, Family""",1976,tt0074539,5.9,1509,"""US"""
The Snow Queen,movie,"""Adventure, Animation, Family""",2012,tt2243621,5.4,2919,"""CA, IE, US"""
The Snow Queen 2,movie,"""Adventure, Animation, Comedy""",2014,tt3477554,5.8,2540,"""BR, ES, GB, GG, IE, US"""
The Snow Queen 3: Fire and Ice,movie,"""Adventure, Animation, Comedy""",2016,tt4685554,6,2405,"""AR, BO, BR, BZ, CA, CL, CO, CR, DO, EC, GB, GT, HN, IN, MX, NI, PA, PE, PY, SV, US, UY, VE"""
The Social Ones,movie,"""Comedy""",2019,tt8493962,5.7,60,"""AG, AU, BB, BS, BZ, CA, CM, GH, GY, JM, KE, MW, NG, NZ, TT, UG, ZA"""
The Soft Kill,movie,"""Mystery, Thriller""",1994,tt0111228,4.6,308,"""CM, GH, IE, KE, MW, NG, PG, PH, UG, US, ZA"""
The Soft Skin,movie,"""Drama, Romance""",1964,tt0058458,7.5,8594,"""AT, DE"""
The Soloist,movie,"""Biography, Drama, Music""",2009,tt0821642,6.7,55747,"""AT, DE, US"""
The Son,movie,"""Drama""",2022,tt14458442,6.5,17325,"""AD, AG, AR, BB, BM, BO, BS, CA, CI, CL, CO, CR, DO, EC, ES, GB, GF, GG, GH, GI, GT, HN, IE, JM, KE, LC, MX, MZ, NE, NG, NL, PA, PE, PY, SV, TC, TT, UG, UY, VE, ZA, ZM"""
The Sound Barrier,movie,"""Adventure, Drama, Romance""",1952,tt0044446,6.7,2422,"""NZ"""
The Spectacular Now,movie,"""Drama, Romance""",2013,tt1714206,7,163594,"""CA, IN, US"""
The Spider,movie,"""Action, Drama, Thriller""",2022,tt11273058,5.1,323,"""AD, AE, AG, AL, AR, AT, AU, BA, BB, BE, BH, BM, BO, BR, BS, CA, CH, CI, CL, CO, CR, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FR, GB, GF, GG, GH, GI, GR, GT, HK, HN, HR, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LV, LY, MA, MC, MD, MK, MX, MY, MZ, NE, NG, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PS, PT, PY, QA, RS, SA, SE, SG, SI, SM, SV, TC, TH, TN, TR, TT, TW, UG, UY, VA, VE, YE, ZA, ZM"""
The Spirit of Christmas,movie,"""Drama, Mystery, Romance""",2015,tt4434688,6.5,7982,"""CH, IT, LI, SM, VA"""
The SpongeBob Movie: Sponge Out of Water,movie,"""Adventure, Animation, Comedy""",2015,tt2279373,6,62848,"""CU, IN, SN"""
The Spore,movie,"""Horror""",2021,tt9856574,3.2,527,"""GB, GG, IE"""
The State Against Mandela and the Others,movie,"""Documentary""",2018,tt8296602,6.7,150,"""SM, VA"""
The Statement,movie,"""Drama, Thriller""",2003,tt0340376,6.2,5669,"""SM, VA"""
The Stepdaughter,movie,"""Horror, Thriller""",2000,tt0221581,4.3,633,"""US"""
The Stepfather,movie,"""Horror, Thriller""",1987,tt0094035,6.7,19151,"""CA, US"""
The Story of a Cheat,movie,"""Comedy""",1936,tt0028201,7.5,2606,"""JP"""
The Story of Playstation,movie,"""Documentary""",2023,tt28290687,3.3,76,"""BE, CH, ES, GB, GG, IE, IT, SM, VA"""
The Story of Rod Stewart,movie,"""Biography, Documentary, Music""",2016,tt20872958,7,15,"""AU, CA, NZ, US"""
The Straight Story,movie,"""Biography, Drama""",1999,tt0166896,8,99652,"""AT, DE"""
The Strangers: Chapter 1,movie,"""Horror""",2024,tt22050754,4.6,19381,"""AD, DK, ES, FI, IN, NO, SE"""
The Stray,movie,"""Thriller""",2000,tt0194410,4.3,479,"""NZ"""
The Stronghold,movie,"""Adventure, Fantasy""",2017,tt5238240,6.2,3070,"""GB, GG, IT, SM, VA"""
The Stylist,movie,"""Drama, Horror""",2020,tt11056910,5.6,2787,"""BF, CH, CI, MG, ML, NE, NL"""
The Substitute 2: School's Out,movie,"""Action, Crime, Thriller""",1998,tt0120847,5.1,3513,"""FR, US, ZA"""
The Substitute 3: Winner Takes All,movie,"""Action, Crime, Thriller""",1999,tt0197924,4.7,2012,"""US"""
The Summit of the Gods,movie,"""Adventure, Animation, Drama""",2021,tt7014378,7.5,9157,"""JP"""
The Super Mario Bros. Super Show!,tv,"""Action, Adventure, Animation""",1989,tt0096707,6.3,5020,"""CA, US"""
The Suspicions of Mr Whicher: The Murder in Angel Lane,movie,"""Crime, Drama, Mystery""",2013,tt2919798,7.3,1320,"""CA, US"""
The Swan Princess: Christmas,movie,"""Adventure, Animation, Comedy""",2012,tt1984279,3.1,1377,"""US"""
The Swimmer,movie,"""Comedy, Drama, Sport""",2021,tt15041866,5.6,1073,"""FR, GF, PF"""
The Sword and the Lute,movie,"""Action, Adventure, Drama""",1967,tt0060524,6.9,107,"""NZ, ZA"""
The Sword Identity,movie,"""Action, Drama""",2011,tt2044077,5.4,694,"""US"""
The Sword of Justice,movie,"""Adventure, Romance""",1980,tt3186814,6.7,10,"""GB, GG"""
The Tailor's Wife,movie,"""Drama""",2014,tt2188789,5.7,129,"""NI"""
The Taking of Pelham 123,movie,"""Action, Crime, Thriller""",2009,tt1111422,6.4,210492,"""JP"""
The Tale of Sweeney Todd,movie,"""Crime, Drama, Horror""",1997,tt0147582,6.1,872,"""US"""
The Tales of Strango the Clown: The Chronicles of Gillygutz,movie,"""Drama, Horror, Thriller""",2020,tt12965222,2.8,53,"""AG, BB, BM, BS, BZ, CM, GH, GI, GY, JM, KE, LC, MW, NG, PG, TC, TT, UG"""
The Tangerine Bear,movie,"""Animation, Family""",2000,tt0268677,7,602,"""CA"""
The Task,movie,"""Horror""",2011,tt1621446,4.2,3758,"""BR, GB, GG, IE"""
The Tasting,movie,"""Comedy, Drama, Romance""",2022,tt14504294,6.2,992,"""ES"""
The Teacher,movie,"""Crime, Drama, Mystery""",2000,tt0405312,4.6,244,"""SM, VA"""
The Tender Bar,movie,"""Biography, Drama""",2021,tt3108894,6.7,34971,"""AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BF, BG, BH, BM, BO, BR, BS, BZ, CA, CD, CH, CI, CL, CM, CO, CR, CU, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FR, GB, GF, GG, GH, GI, GR, GT, GY, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LV, LY, MA, MC, MD, MG, MK, ML, MT, MW, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PG, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UG, US, UY, VA, VE, YE, ZA, ZM, ZW"""
The Terminal List,tv,"""Action, Drama, Thriller""",2022,tt11743610,7.9,111460,"""AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BF, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CD, CH, CI, CL, CM, CO, CR, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FR, GB, GF, GG, GH, GI, GR, GT, GY, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LV, LY, MA, MC, MD, MG, MK, ML, MT, MW, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PG, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SE, SG, SI, SK, SM, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UG, US, UY, VA, VE, YE, ZA, ZM, ZW"""
The Texas RailRoad Killer,movie,"""Action""",2020,tt9596658,3.9,15,"""GB, GG, IE"""
The Texture of Falling,movie,"""Drama""",2018,tt4631048,5.6,1766,"""AG, AO, BB, BF, BM, BS, CD, CI, GB, GF, GG, GH, GI, IS, JM, KE, LC, MC, MG, ML, NE, NG, NZ, PF, SN, TC, TT, UG, US, ZA"""
The Thin Line,movie,"""Comedy, Drama, Romance""",2017,tt2937820,5.5,147,"""GB, GG"""
The Thing,movie,"""Horror, Mystery, Sci-Fi""",1982,tt0084787,8.2,483086,"""US"""
The Thing About My Folks,movie,"""Comedy, Drama""",2005,tt0429177,6.5,2440,"""SM, VA"""
The Thing Inside Us,movie,"""Horror, Sci-Fi, Thriller""",2021,tt15033924,3.6,285,"""CA, US"""
The Third Generation,movie,"""Crime, Drama""",1979,tt0079083,6.7,2897,"""AT, DE"""
The Third Saturday in October,movie,"""Horror""",2022,tt15978042,4.7,458,"""AU, CA, NZ"""
The Thirsting,movie,"""Fantasy, Horror""",2007,tt0765481,2.9,293,"""IT, SM, VA"""
The Thursday Night Club,movie,"""Drama""",2022,tt15521224,6.8,28,"""CA, GB, GG, IE, US"""
The Tiger Mafia,movie,"""Documentary""",2016,tt6089664,7.4,61,"""AT, CH, DE, ES, FR, IT, LI, PT"""
The Tillman Story,movie,"""Biography, Documentary, Mystery""",2010,tt1568334,7.7,5474,"""US"""
The Tim Conway Comedy Hour,tv,"""Comedy, Music""",1970,tt0065351,7.1,207,"""BM, BZ, CM, GH, GI, GY, KE, LC, MW, NG, NZ, PG, PH, TC, UG, ZA"""
The Time Capsule,movie,"""Drama, Romance, Sci-Fi""",2022,tt10418680,5.4,615,"""AU, NZ, US"""
The Time of Our Lives,tv,"""Drama""",2013,tt2196296,7.9,827,"""CA, GB, GG, US"""
The Time of Their Lives,movie,"""Comedy""",2017,tt3415992,6.1,1239,"""ES, IT, SM, US, VA"""
The Toll,movie,"""Horror, Thriller""",2020,tt9202550,5.3,3270,"""NL"""
The Tomb,movie,"""Fantasy, Horror""",1986,tt0090183,3.5,764,"""SM, VA"""
The Torture Chamber of Dr. Sadism,movie,"""Horror, Mystery""",1967,tt0062235,5.8,2763,"""AT, BE, CH, DE, GB, GG, LI, US"""
The Tortured,movie,"""Horror, Thriller""",2010,tt1017464,5.4,8359,"""BR"""
The Touch,movie,"""Drama, Romance""",1980,tt0079938,8,983,"""GB, GG, IE, IN"""
The Tower,movie,"""Action, Drama, Thriller""",2012,tt2554270,6.5,6950,"""BR, FR, JP"""
The Town Without Halloween,movie,"""Horror""",2024,tt28788767,6.2,59,"""GB, GG, IE"""
The Tracker,movie,"""Drama, Western""",2002,tt0212132,7.3,3353,"""AU, US"""
The Trail,movie,"""Drama, Western""",2013,tt2670946,5.5,640,"""US"""
The Trail of Dracula,movie,"""Documentary""",2017,tt3225250,7.2,60,"""GB, GG, IE"""
The Travels of the Young Marco Polo,tv,"""Animation""",2013,tt3341090,7.5,52,"""IE, US"""
The Trees Have Eyes,movie,"""Horror""",2020,tt2990352,3.2,169,"""AT, CH, DE, IE, LI"""
The Trial,movie,"""Drama, Mystery, Thriller""",1962,tt0057427,7.6,24837,"""AT, DE"""
The Trip,tv,"""Comedy""",2010,tt1698441,8,8121,"""IN"""
The Trough,movie,"""Action, Crime, Drama""",2018,tt6871634,4.6,315,"""US"""
The Truth About 5G,movie,"""Documentary, News""",2020,tt15036502,5.8,21,"""AG, AO, AR, AU, BB, BE, BF, BM, BO, BS, BZ, CA, CD, CH, CI, CL, CM, CO, CR, DO, EC, ES, GF, GH, GI, GT, GY, HN, IE, JM, KE, LC, LI, MC, MG, ML, MW, MZ, NE, NG, NI, NZ, PA, PE, PF, PG, PY, SN, SV, TC, TT, UG, UY, VE, ZA"""
The Turkish Way,movie,"""Documentary""",2016,tt5253378,6.7,66,"""US"""
The Twins Killing Forests,movie,"""Drama""",2021,tt15140052,3.5,24,"""GB, GG, IE, US"""
The Two Faces of January,movie,"""Crime, Mystery, Romance""",2014,tt1976000,6.2,34173,"""AR, AT, BO, BZ, CA, CL, CO, CR, DE, DO, EC, GT, HN, IN, IT, JP, MX, NI, PA, PE, PY, SM, SV, UY, VA, VE"""
The Two Rivals,movie,"""Comedy, Musical, Western""",1966,tt0281819,6.4,18,"""AR, BO, BZ, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, US, UY, VE"""
The Ultimate Life,movie,"""Drama, Romance""",2013,tt1778924,6,1713,"""CA, US"""
The Unbinding,movie,"""Documentary, Horror""",2023,tt27485427,5.1,982,"""GB, GG"""
The Under-Gifted,movie,"""Comedy""",1980,tt0081541,6.5,4332,"""FR, GF, PF"""
The Underground,movie,"""Action, Crime, Drama""",1997,tt0120412,4.8,231,"""AT, DE"""
The Unearthing,movie,"""Family, Horror, Mystery""",2015,tt4096810,5,2735,"""AG, AU, BB, BM, BS, CA, GB, GG, GH, GI, IE, JM, KE, LC, NG, NZ, TC, TT, UG, US"""
The Unfamiliar,movie,"""Horror, Thriller""",2020,tt8109470,4.1,2496,"""CA, NL, US"""
The United States of Leland,movie,"""Drama""",2003,tt0301976,6.9,24514,"""BF, CD, CH, CM, DK, FI, GH, IS, KE, LI, MG, ML, MW, NG, NO, SE, SN, UG, ZA"""
The Unsaid,movie,"""Crime, Drama, Mystery""",2001,tt0258967,6.6,6771,"""AR, BO, BZ, CL, CO, CR, DO, EC, GT, HN, IT, JP, MX, NI, PA, PE, PY, SM, SV, UY, VA, VE"""
The Unseen,movie,"""Action, Drama, Horror""",2016,tt4667084,5.4,1506,"""BE, BF, CD, CH, CI, FR, GF, MC, MG, ML, NE, PF, SN, US"""
The Untamed,tv,"""Action, Adventure, Drama""",2019,tt10554898,8.7,10652,"""US"""
The Valdemar Legacy,movie,"""Drama, Horror, Mystery""",2010,tt1242744,5.4,1959,"""AD, ES, FR"""
The Van,movie,"""Comedy""",1977,tt0075378,4.5,1077,"""GB, GG, IE, US"""
The Vance Institute,movie,"""Thriller""",2023,tt28354062,7.3,28,"""GB, GG"""
The Veil of Maya,movie,"""""",2017,tt5046014,4.6,10,"""IT, SM, VA"""
The Vernon Johns Story,movie,"""Biography, Drama""",1994,tt0111611,7.5,372,"""US"""
The Very Excellent Mr. Dundee,movie,"""Comedy""",2020,tt8560172,5,2609,"""AU, NZ, PG, US"""
The Vexations of a Shut-In Vampire Princess,tv,"""Action, Animation, Comedy""",2023,tt29171919,7,680,"""JP, MY"""
The Victors,movie,"""Drama, War""",1963,tt0057652,6.9,1834,"""ES"""
The Vietnam War,tv,"""Documentary""",2015,tt5058160,7.3,48,"""CM, GG, GH, KE, MW, NG, UG"""
The Violators,movie,"""Drama""",2015,tt3876702,6,529,"""GB, GG, IE"""
The Violin Teacher,movie,"""Drama, Music""",2015,tt4972904,6.7,918,"""CA"""
The Virginian,movie,"""Western""",2014,tt2788332,4.7,535,"""ES, GB, GG"""
The Wait,movie,"""Drama, Romance""",2021,tt12453124,5.6,1167,"""AT, CH, DE, JP"""
The Wait,movie,"""Drama, Thriller""",2013,tt1675759,4.5,763,"""BZ, CM, GY, MW, PG"""
The War I Knew,movie,"""Action, Drama, War""",2014,tt2876438,3.9,225,"""BF, CD, CI, FR, GF, MC, MG, ML, PF, SN"""
The War of the Worlds,tv,"""Drama, History, Sci-Fi""",2019,tt8001226,5.2,10241,"""JP, US"""
The War with Grandpa,movie,"""Comedy, Drama, Family""",2020,tt4532038,5.7,25580,"""AG, AR, BB, BM, BO, BR, BS, BZ, CL, CO, CR, CU, DO, EC, ES, GF, GT, GY, HN, IN, JM, LC, MX, NI, PA, PE, PL, PY, SV, TC, TT, UY, VE"""
The Warrant: Breaker's Law,movie,"""Western""",2023,tt18560250,5.1,324,"""ES"""
The Warriors,movie,"""Adventure, Drama, History""",1955,tt0047975,5.8,800,"""ES"""
The Warrior's Way,movie,"""Action, Drama, Fantasy""",2010,tt1032751,6.2,27452,"""IN, US"""
The Way Ahead,movie,"""Drama, War""",1944,tt0037449,6.9,2288,"""US"""
The Way That I Am,movie,"""Drama""",2022,tt6353148,8.2,7,"""US"""
The Way You Look Tonight,movie,"""Fantasy, Romance""",2019,tt7866988,5.8,422,"""BE, CA, DK, FI, GI, NL, NO, SE"""
The Ways of Man,movie,"""Drama""",2014,tt2349548,4.9,157,"""GB, GG"""
The Wedding Party,movie,"""Comedy, Drama""",2010,tt1465496,5.1,570,"""AR, BO, CL, CO, CR, DO, EC, GB, GT, HN, IE, MX, NI, PA, PE, PY, SV, UY, VE"""
The Wedding Wish,movie,"""Comedy, Romance""",2023,tt21949620,5.4,275,"""FR"""
The Whaler Boy,movie,"""Drama""",2020,tt12077032,6.4,1627,"""PL"""
The Whistleblower,movie,"""Biography, Crime, Drama""",2010,tt0896872,7.1,36118,"""AR, BO, BR, CL, CO, CR, DO, EC, FR, GB, GF, GG, GT, HN, IN, IT, NI, PE, PF, PY, SM, UY, VA, VE"""
The White Line,movie,"""Drama, History, Romance""",2019,tt9093870,8.1,96,"""CA, CM, GB, GG, MW, US"""
The White River Kid,movie,"""Action, Comedy""",1999,tt0162766,4.7,1351,"""US"""
The White Sheik,movie,"""Comedy, Drama, Romance""",1952,tt0044000,7.2,7073,"""AT, DE, JP"""
The Wicked Woods,movie,"""Drama, Fantasy, Horror""",2014,tt2196236,2.9,208,"""AT, CH, DE"""
The Wiggles: Cold Spaghetti Western,movie,"""Family, Music""",2004,tt0459600,7.2,73,"""AU, GB, GG, NZ, US"""
The Wiggles: Wiggle Time,movie,"""Family, Music, Short""",1993,tt7776192,7.7,27,"""US"""
The Wild Duck,movie,"""Drama""",1983,tt0086586,6,282,"""IT, SM, VA"""
The Wilderness Road,movie,"""Action, History, Western""",2021,tt8667502,6.4,84,"""GB, GG"""
The Witch,movie,"""Drama, Fantasy, Horror""",1954,tt0046810,6.4,142,"""AR, BO, BZ, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"""
The Witch Affair,movie,"""Action, Comedy, Drama""",2003,tt0349248,5.4,308,"""ES, SM, VA"""
The Witch Files,movie,"""Horror, Thriller""",2018,tt4580550,4.5,1056,"""AU, GB, GG, IE, NZ, US"""
The Wiz,movie,"""Adventure, Family, Fantasy""",1978,tt0078504,5.6,17563,"""JP"""
The Wizard 20Twenty,movie,"""Musical""",2022,tt15323524,8,8,"""GB, GG, IE"""
The Wolf and the Seven Little Goats,movie,"""Animation, Family, Fantasy""",1957,tt0131650,6.1,116,"""CH, LI"""
The Women,movie,"""Comedy, Drama""",2008,tt0430770,5,23482,"""AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, PA, PE, PY, SV, UY, VE"""
The Woods,movie,"""Horror, Mystery""",2006,tt0380066,5.6,12876,"""AG, AR, BB, BM, BO, BS, CL, CO, CR, DK, DO, EC, FI, GF, GT, HK, HN, ID, JM, LC, MX, MY, NO, PA, PE, PH, PY, SE, SG, SV, TC, TH, TT, TW, UY, VE"""
The Woodsman,movie,"""Drama""",2004,tt0361127,7.1,35766,"""CA, US"""
The World Before Your Feet,movie,"""Documentary""",2018,tt7844450,7.4,740,"""AT, DE, US"""
The World Unseen,movie,"""Drama, Romance""",2007,tt1048174,6.6,4793,"""GB, GG"""
The World We Make,movie,"""Drama""",2019,tt7643622,5.5,769,"""AG, BB, BZ, CM, GB, GG, GH, GI, GY, IE, JM, KE, LC, MW, PG, TC, TT, UG"""
The World's Greatest Hoaxes: Secrets Finally Revealed,movie,"""Documentary""",1998,tt0222506,6.2,68,"""AU, CA, IE, NZ, ZA"""
The Worlds Most Famous Train,movie,"""Documentary""",2015,tt5269398,6.5,35,"""AU, NZ, US, ZA"""
The Worst Year of My Life,movie,"""Comedy, Drama""",2015,tt3254570,5.1,190,"""AT, DE, IS, JP, US"""
The Wrong Path,movie,"""Drama, Mystery, Thriller""",2021,tt10640760,3.8,217,"""US"""
The Year of Spectacular Men,movie,"""Comedy, Drama, Romance""",2017,tt5039578,5.6,1970,"""IE, US"""
The Year of the Death of Ricardo Reis,movie,"""Drama""",2020,tt9455436,6,277,"""AO, PT"""
The Years Between,movie,"""Drama""",1946,tt0039112,6.8,214,"""GB, GG"""
The Young and Prodigious T.S. Spivet,movie,"""Adventure, Comedy, Drama""",2013,tt1981107,7,20310,"""BZ, FR, GF, IT, NI, PF, SM, US, VA"""
The Young Caruso,movie,"""Biography, Drama, Music""",1951,tt0043505,5.6,120,"""IT, JP, SM, VA"""
The Young Karl Marx,movie,"""Biography, Drama, History""",2017,tt1699518,6.6,7393,"""BR"""
The Young Montalbano,tv,"""Crime, Mystery""",2012,tt2259665,7.9,1472,"""AT, DE"""
The Yukon Assignment,movie,"""Adventure, Documentary""",2018,tt6096166,6.6,466,"""GB, GG"""
The Zombinator,movie,"""Horror""",2012,tt2332857,2.1,338,"""CH, LI"""
The Zone,tv,"""Action, Adventure, Crime""",2017,tt6693154,6.5,998,"""AT, DE"""
The Zone Post Atomic Journey,movie,"""Documentary""",2018,tt9222532,6.9,22,"""GB, GG, IT, SM, VA"""
The3Tails Movie: A Mermaid Adventure,movie,"""Family""",2015,tt3391348,3.1,212,"""AT, DE, GB, GG, IE"""
Theater of Blood,movie,"""Comedy, Drama, Horror""",1973,tt0070791,7.1,12661,"""AT, DE, GB, GG, IT, SM, VA"""
Theevram,movie,"""Action, Crime, Drama""",2012,tt2568760,6.4,1341,"""IE, NG, ZA"""
Thenali,movie,"""Comedy, Drama""",2000,tt0262037,7.5,2610,"""IN"""
There's Snow Escape,movie,"""Horror, Thriller""",2022,tt17057254,3.2,40,"""GB, GG, IE"""
These Three,movie,"""Drama, Romance""",1936,tt0028356,7.4,3120,"""AG, AU, BB, BM, BS, BZ, CA, CM, FJ, GB, GG, GH, GI, GY, IE, JM, KE, LC, MW, NG, NZ, PG, TC, TT, UG, US"""
They Call Me Renegade,movie,"""Action, Adventure, Comedy""",1987,tt0095975,6.2,3298,"""US"""
They Look Like People,movie,"""Drama, Horror, Mystery""",2015,tt4105970,5.8,8888,"""IE"""
They See You,movie,"""Horror""",2022,tt12724352,4.3,115,"""GB, GG, IE, US"""
Thicker Than Water,movie,"""Comedy, Drama""",2018,tt7222290,6.6,213,"""AU"""
Think Like a Man,movie,"""Comedy, Romance""",2012,tt1621045,6.5,51084,"""CI, DK, FI, GH, KE, MZ, NE, NG, NO, SE, UG, ZA, ZM"""
